18,Mix Jell-O in boiling water. Add strawberries pineapple crushed bananas and nuts. Spread 1/2 mixture in 13 x 6 1/2-inch pan. Allow to gel in freezer 30 minutes. Add layer of sour cream then remaining mixture on top. Gel and serve.
19,Mix Crisco with applesauce nuts and raisins. Sift dry ingredients and add. Mix well. Put in a greased and floured loaf pan or tube pan. Bake in loaf pan at 350 degrees to 375 degrees for 45 to 60 minutes layer pan at 375 degrees for 20 minutes or tube pan at 325 degrees for 1 hour.
20,Cream sugar and shortening. Add eggs salt and soda then bananas and flour. Add nuts. Mix well. Bake in loaf pan at 350 degrees for 1 hour.
21,Mix ingredients together for 5 minutes. Scrape bowl often. Last fold in chocolate chip mints. Bake at 350 degrees for 35 to 40 minutes or until done (cake mix directions).
22,Buy whole turkey breast; remove all skin and bones. Cut into pieces about the size of your hand. Pour marinade over turkey and refrigerate for at least 8 hours (up to 48 hours). The longer it marinates the less cooking time it takes.
23,Cook ground or chopped peppers and onions in oil for 1/2 hour. Cook tomatoes and garlic as for juice. Put through the mill. (I use a food processor and do my tomatoes uncooked. I then add the garlic right to the juice.) Add peppers and onions to juice and remainder of ingredients. Cook approximately 1 hour. Put in jars and seal. Yields 7 quarts.
24,Mix well. Press firmly into an 8 1/2 x 4 1/2 x 2 1/2-inch loaf pan. Bake in preheated moderate oven. Bake at 350 degrees for 1 hour. Let stand 5 minutes before slicing. Makes 8 servings.
25,Alex Patout says Smothering is a multipurpose Cajun technique that works wonders with everything from game to snap beans. It's similar to what the rest of the world knows as braising. The ingredients are briefly browned or sauteed then cooked with a little liquid over a low heat for a long time.
26,Brown strips in cooking oil. Pour off drippings. Combine tomato sauce water brown sugar mustard and Worcestershire sauce. Add sauce and onion to meat slices. Cover and cook slowly stirring occasionally 30 minutes or until meat is tender. Serve over rice or buttered noodles. Yields 6 to 8 servings.
27,Butter a square pan 8 x 8 x 2-inches. Heat milk chocolate chips and unsweetened chocolate over low heat stirring constantly until chocolate is melted and mixture is smooth. Remove from heat. Stir in nuts and vanilla. Spread in pan.
28,In a large skillet brown the ground beef. Drain stir in taco mix kidney beans and salsa. Bring to a boil. Reduce heat and let simmer for about 5 minutes. Cut peppers in half and clean it. Put peppers in boiling water for 3 minutes- drain- spoon the meat mixture into the green pepper. Put pepper in an ungreased pan. Cover and bake at 350 degrees for 15 to 20 minutes or until peppers are crispy and filling is heated through. Top with tomatoes cheese and sour cream.
29,Put flour into a large mixing bowl. Combine sugar milk salt and oil in a saucepan and heat to boiling; remove from heat and let cool to lukewarm. Add yeast and mix well. Pour into flour and stir. Batter will be sticky. Roll out batter on a floured board and cut with biscuit cutter. Lightly brush tops with melted oleo and fold over. Place rolls on a cookie sheet put in a warm place and let rise for 1 hour. Bake at 350 degrees for about 20 minutes. Yield: 2 1/2 dozen.
30,In a 6-quart punch bowl mix all of the cans of fruit juice and all. Clean and slice berries. Wash and slice apples; leave peeling on apples. Dice apples. Slice bananas. Wash and cut grapes in half. Mix all together. Nuts or other fruit may be added.
31,Double recipe for more chicken.
32,Grease a 9 x 12-inch cake pan. Spread cherry pie mix. Sift cake mix and spread it dry over the cherries. Top with ground nuts. Melt butter and pour over top. Bake 45 minutes in a 350 degrees oven.
33,Beat eggs salt and pepper until well blended. Stir in half and half potatoes and onions. Pour into well-greased 8-inch baking dish. Bake in a 400 degrees oven for 35 to 40 minutes or until knife inserted in center comes out clean and potatoes are tender. Cool on rack 5 minutes; cut into squares. Makes 4 large servings.
34,Prepare macaroni and cheese as directed. Add drained tuna pimento and onion. Mix. Serve hot or cold.
35,Drain artichokes and chop. Mix with mayonnaise and Parmesan cheese. After well mixed bake uncovered for 20 to 30 minutes at 350 degrees. Serve with crackers.
36,Mix together sour cream soup mix broccoli and half of cheese. Sprinkle remaining cheese on top. Bake at 350 degrees for 30 minutes uncovered. Serve hot with vegetable crackers.
37,Prepare spaghetti per package. Drain. Melt a little butter through it. Marinate overnight in Salad Supreme and Zesty Italian dressing. Just before serving add cucumbers tomatoes green peppers mushrooms olives or whatever your taste may want.
38,Drain pears reserving juice. Bring juice to a boil stirring constantly. Remove from heat. Add gelatin stirring until dissolved. Let cool slightly. Coarsely chop pear halves. Combine cream cheese and yogurt; beat at medium speed of electric mixer until smooth. Add gelatin and beat well. Stir in pears. Pour into an oiled 4-cup mold or Pyrex dish. Chill.
39,Trim off green and pink parts of watermelon rind; cut to 1-inch cubes. Parboil until tender but not soft. Drain. Combine sugar vinegar oil of cloves and oil of cinnamon; bring to boiling and pour over rind. Let stand overnight. In the morning drain off syrup. Heat and put over rind. The third morning heat rind and syrup; seal in hot sterilized jars. Makes 8 pints. (Oil of cinnamon and clove keeps rind clear and transparent.)
40,Remove chicken from bone. Use the broth. Mix the vegetables and macaroni. Add sugar salt and black pepper. Cook until all vegetables are tender over medium heat.
41,Mix 3 tablespoons fat with granulated sugar. Add egg and beat until creamy. Mix flour baking powder and salt thoroughly. Add to sugar mixture alternately with milk. Add vanilla. Spread batter evenly in a greased 8-inch square baking pan. Mix brown sugar and cinnamon and sprinkle over batter. Dot with 2 tablespoons fat. Bake at 350 degrees (moderate oven) for 25 to 30 minutes.
42,Mix flour sugar baking powder soda and salt together. Cut in margarine dissolve yeast in warm water. Stir into buttermilk and add to dry mixture. Cover and chill.
43,Dip marshmallows in melted margarine; roll in candy. Wrap a crescent triangle around each marshmallow completely covering the marshmallow and square edges of dough tightly to seal. Dip in margarine and place in a greased muffin tin. Bake at 375 degrees for 10 to 15 minutes; remove from pan.
44,Mix ingredients and spread into 2 greased pizza pans. Bake at 350 degrees for 15-20 minutes.
45,Mix together and bake in 9 x 13-inch pan at 350 degrees for 25 to 30 minutes. Top should spring back when touched lightly; do not overbake. Cool completely then spread with mint layer.
46,Stir the ingredients together and put in a greased and floured loaf pan. Bake at 425 degrees for 50 minutes. Drizzle melted butter on top.
47,Melt margarine in skillet; saute onions and celery. Remove from heat. Stir in flour and curry powder. Drain mushrooms and keep juice. Add water to juice to make 1/2 cup liquid. Stir liquid and soup into flour mixture; add mushrooms. Cook until thick. Arrange broccoli and cubed chicken in a large baking dish. Spoon sauce over chicken. Top with grated cheese. Bake in a 350 degrees oven for about 20 minutes or in microwave until cheese is melted.
48,Sift flour baking powder and salt together. Cream together butter and sugar. Add egg yolks and vanilla. Beat until light and fluffy. Mix in sifted dry ingredients. Shape into 1-inch balls. Push wooden spoon handle through center (twist). Shape into rings. Dip each cookie into candies. Place on lightly greased baking sheets. Bake in 375 degrees oven for 10 to 12 minutes or until golden brown. Cool on racks. Serves 2 dozen.
49,Lightly brown beef in soup pot. Drain off excess fat. Stir in tomatoes tomato sauce water frozen vegetables soup mix and sugar. Bring to a boil. Reduce heat and simmer for 20 minutes. Serve.
50,Dice chicken. Mix all ingredients together. Let sit overnight. Bake 1 1/2 hours at 375 degrees.
51,In a large bowl combine cabbage carrot green pepper and onion or can use package of slaw mix purchased from store.
52,Heat oven to 500 degrees. Place fillets in single layer in baking dish 13 1/2 x 9 x 2-inch. Stir together remaining ingredients except pepper rings. Spoon over fillets. Bake 5 to 8 minutes or until fish flakes easily with fork. Remove fillets to warm platter. Garnish with green pepper rings. Makes 4 to 6 servings.
53,Mix together all of sugar salad oil vinegar and water until sugar is dissolved. Pour over beans and let stand overnight.
54,In a bowl mix corns sour cream corn bread mix and melted margarine. Pour into a greased 8 x 8 x 2-inch pan. Bake at 350 degrees for 50 minutes.
55,Brown beef with onion and seasonings and combine in a 1 1/2-quart casserole with soup water and noodles. Place cheese around edges. Bake at 350 degrees for 30 minutes.
56,Combine all ingredients and cook uncovered over low heat until cabbage is crisp-tender about 20 minutes.
57,Mix together and carefully add 1 pound lump crab meat. Mix ahead of time and refrigerate so they will hold together better.
58,Mix together cream cheese and mayonnaise. Spread on to a large platter or two dinner plates. Freeze for 15 minutes. Spread taco sauce evenly on top. Layer remaining ingredients in the written order. Serve with tortilla chips.
59,Cream together the butter and peanut butter. Add the remaining ingredients. Mix and form into balls (best to mix with your hands) and chill several hours even a day.
60,Mix together. Spread in a buttered pan. Bake for 30 minutes at 275 degrees. While still hot sift 1 box of powdered sugar into it. Drop by teaspoons on waxed paper. Let dry. If it seems set on bottom turn over and let it continue to dry.
61,Mix together cake mix 2 eggs and melted oleo. Put in greased 9 x 13-inch pan. Put chopped nuts on top of mixture. Mix together 2 eggs cream cheese and powdered sugar. Add on top of first mixture. Bake 15 minutes at 325 degrees then bake 20 minutes at 350 degrees.
62,Drain pineapple and reserve juice. Cut bananas in chunks like pineapple.
63,Mix all ingredients together in baking dish. Cover and bake at 350 degrees for 2 1/2 hours. Bake the last 45 minutes uncovered to brown top of chicken.
64,Cream the cream cheese; add the milk and beat smooth. Add lemon juice pineapple and nuts. Beat well. Pour into graham cracker crust and chill. Slice in small servings (very rich) and top with dollop of Cool Whip.
65,Mix all ingredients form in small balls and roll in chopped peanuts. Keep refrigerated.
66,Puree peaches in a blender. Add remaining ingredients. Blend and pour in container and freeze.
67,*Can also use blueberries or cherries.
68,Mix ingredients and press 2/3 mixture in bottom of square baking dish. (A bowl that has the same diameter top and bottom may be used 1 1/2 to 2-quart size.)
69,Sift together the flour soda and salt; set aside. Combine shortening and sugar in a bowl. Beat until creamy. Add egg yolks; beat well. Combine cocoa water and vanilla to make 1 cup; mix well. Add to batter. Add flour mixture alternately with milk. Beat well after each addition; set aside. Beat egg whites until stiff peaks form when beater is lifted. Fold into batter. Bake in two 9-inch greased cake pans at 375 degrees for 30 minutes.
70,Combine and cook first 6 ingredients. Bring to boil and boil 5 minutes; cool. Add sifted dry ingredients to apple mixture. Stir and blend only. Add nuts. Pour into greased and floured tube pan. Bake 1 hour at 350 degrees. Serves 16.
71,Peel and dice potatoes; place in bowl of cold salted water. Drain potatoes and dry on paper towels. Mix 1/2 cup butter onions soup sour cream and cheese; stir well. Add potatoes to mixture and pour into a 2 1/2-quart casserole dish. Crush cornflakes mix with remaining butter. Sprinkle cornflakes and butter on top of potato mixture. Bake at 350 degrees for 50 minutes.
72,Mix vanilla wafer crumbs with butter.
73,Stir well together the sugar syrup and water. Allow to boil without stirring until it forms a hard ball in cold water. Pour this over stiffly beaten egg whites beating constantly. Cool; add vanilla and nuts. Beat until cool and thick enough to set. Pour into a buttered platter or drop by teaspoons on waxed paper.
74,Mix 1/2 cup of sugar and cinnamon. Spread on apples. Mix 1/4 cup sugar flour salt cornflake crumbs and oleo. Spread mixture on apples.
75,Mix sausage and cheese together. Add Bisquick and mix thoroughly. Roll into medium size balls. Bake at 350 degrees for 15 minutes or until golden brown.
76,Add enough liquid to chicken soup and consomme to make 4 cups of water. Season with salt and pepper. Cook at 350 degrees for 1 hour.
77,Brown celery onions and ground beef in butter. Add vinegar lemon juice brown sugar mustard salt pepper catsup and water. Simmer for 30 minutes.
78,In saucepan slowly stir the chicken broth into cornstarch. Cook stirring constantly until slightly thickened. Slowly pour in the well beaten egg; stir once gently. Remove from heat. Garnish with sliced green onion. Makes 4 servings.
79,Simmer all of the ingredients. Strain into warmed mugs and top with a dash of nutmeg. This recipe can be doubled many times according to the number of guests present.
80,Combine first 4 ingredients in a small bowl stir well and set aside. Place chicken between 2 sheets of waxed paper or heavy duty plastic wrap and flatten to 1/4-inch thickness using meat mallet or rolling pin. Coat grill rack with cooking spray; place on grill over coals. Place chicken on rack and cook 4 minutes on each side basting frequently with soy sauce mixture. Transfer chicken to a serving platter and garnish with green onion if desired. Yields 4 servings about 200 calories.
81,Saute together first 5tingredients. In a separate 9 x 12-inch pan mix bread eggs and milk. Put pieces of bread into pan; add your vegetables then your eggs. Placetin refrigerator overnight (at least 8 hours).tAdd Cheddar cheese before cooking. Bake at 350 degrees for 1 hour.
82,In food processor or blender grind cranberries apple and orange. Mix with sugar and set aside. Prepare gelatin according to package directions using 1/4 cup less of cold water. Chill until it begins to thicken. Add cranberry mixture and nuts. Mix well. Pour into a mold if desired or leave in a bowl and stir before serving. Chill until set. Can even be made a day ahead. Keeps well in refrigerator for a few days.
83,Put in a covered 1 1/2-quart dish. Bake 1 hour at 350 degrees.
84,Mix cream cheese margarine and sugar. Add fruit and walnuts. Whip cream and fold into fruit and cream cheese mixture. Pour into round mold. Freeze 6 hours. Remove from mold shortly before serving. Makes 12 servings.
85,Dice tomatoes and peppers. Combine all ingredients in top of double boiler for 30 minutes. Serve hot over corn chips.
86,Sift first 5 ingredients together in a bowl. Mix egg and milk together; add to dry ingredients. Beat until smooth. Hold finger over bottom of a funnel; pour in some batter. Remove finger to let batter drop. Drop batter in a spiral motion into pan filled with 1 inch of hot oil (375 degrees). Fry until golden brown turning once. Remove from pan; drain on a paper towel. Sprinkle with powdered sugar and serve hot.
87,In large bowl put confectioners sugar cocoa and chopped nuts. In saucepan put margarine and Velveeta. Melt and add vanilla. Pour hot mixture over sugar mixture. Mix quickly and pour into buttered cookie sheet. Cool and cut into squares.
88,Cook squash onions and carrots until tender. Mash. Melt butter in pan; stir in stuffing until all is coated. Drain all water from squash. Stir in sour cream and soup. Place in a greased baking dish a layer of squash and a layer of stuffing. Bake at 350 degrees for 35 minutes.
89,Combine softened cream and Cheddar cheeses. Add chopped up items. Mix and add liquids last. Mix well. Roll into ball and cover with chopped nuts.
90,Dissolve jello in boiling water; add sugar. Blend in the cream cheese with a fork. Add can of crushed pineapple and apricot baby food. Refrigerate. Chill can of milk. When jello starts to set take milk out of the refrigerator and beat until stiff. Fold partially set jello into cream. Chopped nuts can be used for garnish. This is a large salad; could fill a 2-quart mold or 2 (1-quart) molds. Serves about 12.
91,Have all ingredients at room temperature. Hand stir all dry ingredients together. Add eggs and stir. Add butter and Crisco and stir. Add milk and stir. Put batter in mixer and beat at high speed until well blended. Add 1 to 2 teaspoons of your favorite flavoring and mix well. Pour batter into greased and floured tube pan. Place in cold oven. Bake at 325 degrees for 1 hour and 20 to 30 minutes.
92,Use greased 9 x 13-inch pan or Bundt pan. Melt butter; add brown sugar pudding milk and cinnamon. Break up 1 loaf into round balls; place in pan. Pour mixture over and break second loaf over this. Rise 2 1/2 to 3 hours. Bake 30 minutes at 350 degrees; turn out immediately to cool.
93,Unroll crescent rolls; add cooked chicken and grated cheese. Wrap roll over chicken and cheese; pinch sides together.
94,Spray a 1-quart casserole dish with Pam. Layer rice and meat diced onion and grated cheese. Bake at 350 degrees for 25 to 30 minutes.
95,Cook onions and bell pepper in oil until onions are transparent. Add beef and cook until brown. Mix all ingredients together. Bake in 350 degrees oven for 45 minutes or after mixing together pour in crock-pot and cook 6 to 10 hours on low.
96,Saute onion in 2 tablespoons shortening. Add carrots water and bouillon cubes. Simmer 5 minutes. Combine next 6 ingredients. Add to vegetable mixture and cook until clear. Add pepper pineapple and chicken. Cover and simmer 5 minutes or until heated through. Serve with rice or angel hair noodles. Serves 6 people.
97,Combine all ingredients. Chill overnight. Yields 4 to 6 servings.
98,Mix together and roll into balls; flatten with fork. Bake on ungreased cookie sheet. Makes 2 dozen. Quick easy and good.
99,Mix together with a fork: cake mix 1 egg and margarine. Press into a 13 x 9-inch pan. Next mix Eagle Brand milk 1 egg pecans and Bits 'O Brickle. Pour over cake mixture. Bake 30 minutes at 350 degrees. Let cool and cut into bars.
100,Mix dry ingredients. Add egg margarine and buttermilk. Stir by hand until well blended. Pour onto non-stick pan or griddle with a little oil added. Cook until bubbly and turn over.
101,Preheat oven to 325 degrees. In large frying pan melt butter and saute mushrooms garlic onion and zucchini until tender approximately 2 minutes. Add ham and cook 1 more minute; set aside.
102,In a saucepan filled with lightly salted boiling water cook red cabbage for 5 minutes; then drain.
103,Peel and cut potatoes in thin slices. Fry bacon until crisp. Remove bacon from grease and reserve 1/2 cup drippings to make dressing. Blend sugar flour salt and pepper. Stir into bacon drippings to make smooth paste. Add vinegar and water. Boil 2 to 3 minutes. Combine sauce potatoes and onions in skillet. Turn skillet off. Cover with a towel (not a lid) and let stand at room temperature 3 or 4 hours. Sprinkle with bacon.
104,Saute onions and garlic in butter until onions are tender. Add meat and brown. Drain well. Add the rest of the ingredients and simmer at least one hour.
105,Mix all ingredients together and store in airtight container. When ready to serve heat 1 cup water in microwave until boiling. Add 3 heaping teaspoons. Mix to water and stir well. Great for winter cold and to get the chill out.
106,Cook hamburg and crumble. Add Manwich. Spray Pam in baking dish. Layer 1/2 of noodles then 1/2 hamburg mixture on noodles. Put enough cheese slices on to cover meat. Layer all again. Bake for 1/2 hour at 350 degrees.
107,Mix all ingredients. Chill for several hours. Cut out with cookie cutters. Bake at 350 degrees for 10 minutes. Frost if you want to. Makes approximately 4 dozen.
108,Squeeze the juice of lime orange and apple in a large pitcher; add 1/2 cup sugar and fruit pieces. Pour in the wine brandy and Triple Sec and stir with a long handled spoon until well mixed. Taste. If you prefer the sangria sweeter add up to 1/4 cup more sugar.
109,Combine all ingredients in large pot; simmer 30-45 minutes or until onion and bell peppers become soft. This recipe triples and freezes well. Serve with cornbread.
110,Mix oats brown sugar and oil; let stand overnight or 8 hours. Preheat oven to 325 degrees. Mix rest of ingredients into oat mixture. Drop by teaspoon onto greased baking sheet. Bake 15 minutes. Cool completely before removing from baking sheet.
111,Reserve 1/2 cup Chinese noodles. In 1 1/2-quart casserole combine remaining noodles soup water tuna cashews celery onion and peas. Bake at 350 degrees for 30 minutes or until hot. Stir; sprinkle reserved noodles around edge. Bake 5 minutes more. Serve with soy sauce. Makes about 4 1/2 cups.
112,Mix all ingredients. Form into a ball and roll in chopped pecans. Serve with assorted crackers.
113,Chop all and mix with hands. Form into ball and refrigerate for 1 to 2 days. Sprinkle with paprika and serve with Ritz crackers.
114,Cook large shells according to package directions. Drain and cool (rinse with cold water to cool quickly then drain well). Combine cooled large shells with remaining ingredients and toss lightly. Chill. Makes 8 servings.
115,In 2-quart microwave-safe casserole microcook artichokes and water covered on 100% power (High) for 3 to 4 minutes or until thawed. Stir. Add next 3 ingredients. Cover. Cook on High for 9 to 11 minutes (low-wattage oven for 12 to 14 minutes) or just until tender; stir once. Drain well. Stir in garlic 1/2 teaspoon salt and 1/4 teaspoon pepper. Dot with margarine or butter. Cover; cook on High for 1 minute. Stir in tomatoes; sprinkle with cheese. Let stand 2 minutes. Makes 6 servings.
116,Melt shortening in a skillet. Add beef breaking into pieces with a fork. Cook until brown. Drain off fat. Stir into meat the tomatoes and tomato sauce adding salt sugar and garlic. Simmer for 5 to 10 minutes. Meanwhile cook the noodles. Drain well and with a fork blend in sour cream cream cheese and onions.
117,Combine all ingredients; chill.
118,Mix ingredients in order given. Bake at 300 degrees to 325 degrees for 30 minutes or until firm.
119,Cook noodles 1/2 done (do not rinse). Add all other ingredients; mix well. Marinate at least 3 hours. The longer it sits the better it gets!!
120,Combine all ingredients except dill making sure juices are mixed well. Garnish with dill. Chill.
121,Cook spaghetti and drain. Mix all other ingredients together. Add to spaghetti place in a 13x9 casserole dish. Cook for 30 minutes at 350 degrees.
122,Mix all ingredients except chipped beef and parsley. Chill for 1 hour. Shape in ball. Roll in chipped beef and parsley until well coated. Keep in refrigerator. Serve with cracker (any kind).
123,Mix together all ingredients and refrigerate. Serve on lettuce leaf. Use 9 x 13-inch pan.
124,Heat oven to 400 degrees. Beat egg with fork. Add remaining ingredients except blueberries and stir until flour is moistened. Batter should be lumpy. Add blueberries if desired. Fill muffin cups 2/3 full. Bake 20 to 25 minutes. Serve warm.
125,Mix flour and melted margarine. Pat mixture in 9 x 13-inch baking pan. Bake at 375 degrees for 10 minutes. Let cool.
126,Combine water butter sugar and salt in saucepan and bring to a boil. Add flour all at once then beat with a wooden spoon for 1 minute or until mixture leaves sides of pan and forms a ball. Cool mixture. Add eggs one at a time beating after each egg until mixture has satin-like sheen. Use pastry bag with large star tip and fill with mixture. Make doughnut shape with pastry bag on greased cookie sheet. Bake in 400 degrees oven for 20 minutes or until puffed and well browned. Cool. Slice each zeppole in half and fill with the following filling.
127,Mix and let stand several hours or overnight. Drop by teaspoon in hot vegetable oil and fry until brown on both sides.
128,Fry ground beef and dry onions. Add salt and pepper and chili powder. When browned combine in large pan or roasting pan. Add all ingredients including juices. This will look like it's watery. Bake at 270 degrees to 300 degrees for 4 hours. Do not stir during that time.
129,Mix cornstarch and sugar. Add nectar and cook bringing to a boil. Stir constantly and cook until thickened. Cool slightly.
130,Bake cake as directed on package in 13 x 9-inch pan. Cool. Whip cream cheese until smooth. Add honey. Spread mixture over cake. Sprinkle with almonds. Store in refrigerator.
131,Mix all together; pour into a 7 x 12-inch casserole. Sprinkle with pepper and paprika. Bake approximately 1 hour and 15 minutes at 350 degrees.
132,Mix all ingredients. Pour into a 9 x 13-inch pan. Bake in preheated 350 degrees oven uncovered for 30 minutes. Serve hot with crackers.
133,Heat butter in heavy kettle. Add sliced onions; brown well stirring constantly. Add beef and chicken stock the Worcestershire sauce bay leaf garlic salt and pepper. Allow to simmer for 40 minutes. Remove the bay leaf; add salt. Prepare with a slice of toasted French bread (1/2-inch thick). Add a thick slice of Swiss cheese (1/4-inch thick) overlapping the bowl. Put under the broiler until cheese is melted and bubbly.
134,Put in unbaked pie shell. Top apples with 2 tablespoons margarine with crust. Brush milk on top of crust and sprinkle with sugar. Bake on bottom shelf at 400 degrees for 45 minutes.
135,Brown and drain hamburger. Add the remaining ingredients and simmer for 20 minutes.
136,Mix sugar and butter thoroughly then add egg flour egg flour etc. until all eggs and flour are mixed thoroughly either with hand mixer or electric beater/mixer. Then add lemon flavor and your 7-Up (the 7-Up will make the cake rise); add yellow food coloring which is optional. Bake at 325 degrees to 350 degrees for 45 minutes to 1 hour depending on oven. Insert toothpick after 45 minutes. Cook in Bundt pan. Let cool 25 minutes. Cake is done.
137,Mix ingredients together until they are completely blended.
138,Mix dry ingredients; add milk. Beat in egg yolks. Pour on 1 cup boiling water. Mix and cook until thick. Cool. Pour in baked pie shell. Cover with meringue and brown in oven.
139,Spread Tater Tots in large cake pan 9 x 13-inch. Brown meat and onions; drain well. Pour meat mixture over Tater Tots. Mix all 3 soups in a bowl. Pour over meat and Tater Tots. Sprinkle grated cheese to cover soup. Bake at 325 degrees for 1 hour. As you brown meat and onions salt and pepper well.
140,Combine sugar cornstarch and water in a heavy saucepan; cook over medium heat stirring constantly until thickened. Remove from heat; add gelatin stirring until dissolved. Gently stir in blackberries. Pour into pastry shell. Chill until firm. Serve with Cool Whip or ice cream. Easy and so tasty.
141,Mix Cool Whip softened cream cheese and Eagle Brand milk. Beat for 1 minute. Pour in pie crusts. Melt margarine and mix with coconut and almonds. Place on cookie sheet and cook for 10 minutes at 350 degrees. Watch closely and stir often. (I like mine toasty.) Pour coconut almond mixture over top of pies. Pour caramel topping over the 3 pies. Freeze.
142,Mix all ingredients together. Let sit in refrigerator several hours before serving. Serve with raw cauliflower broccoli carrots celery mushrooms and cherry tomatoes.
143,Fry onion in oil. Set aside. Cook broccoli as directed. Drain and set aside. Melt oleo. Grease 8 x 8-inch pan. Mix cornbread mix and eggs. Add cottage cheese broccoli onions and melted oleo margarine. Stir well. Pour into pan and bake at 450 degrees for 20 to 25 minutes.
144,Slice the vegetables. Cook in small amount of water until tender. Add the cooked macaroni green beans and peas. Add bay leaf and Italian seasoning. Cook beef or turkey until it changes color. Add to vegetables. Pour in tomato juice. Bring to boil. Reduce to simmer. If soup is too thick add more tomato juice.
145,In saucepan melt oleo; add cocoa. Combine remaining ingredients and add oleo-cocoa mixture. Bake in 9 x 13-inch pan for 30 minutes at 350 degrees. While still hot punch holes in cake. Spread on cake 1/2 cup peanut butter mixed with 1 1/2 tsp. oil.
